number,year,vom,lat,lon,fungicide,insecticide,p_crop,tillage,hybrid_company,hybrid_name,SD,CHU,silk_CHU
884,2017,<0.2,42.278648,-82.498955,No,.,soybean,conventional,.,DKC58-06,5/17/2017,3275,.
885,2017,<0.2,42.244834,-82.804066,No,.,soybean,reduced,.,A8177,5/15/2017,3375,.
886,2017,<0.2,42.65703,-82.458287,.,.,.,.,.,.,.,.,.
887,2017,0.7,42.42041,-82.257528,No,.,soybean,notill,.,MZ5110DBR,5/15/2017,.,.
888,2017,2.32,42.411914,-82.271616,No,.,wheat,conventional,.,DKC53-56 RIB,5/29/2017,3125,.
889,2017,1.04,42.39523,-82.296546,No,.,wheat,conventional,.,199,5/29/2017,3050,.
890,2017,<0.2,42.489396,-82.40648,No,.,wheat,conventional,.,P0825AM,.,3250,.
891,2017,0.24,42.604544,-82.358387,No,.,sugar_beet,conventional,.,P0506AM,.,3150,.
892,2017,<0.2,42.602293,-82.21281,No,.,wheat,reduced,.,P0306AM,.,3150,.
893,2017,1.14,42.536486,-82.162,No,.,corn,reduced,.,A7790RIB,.,3250,.
894,2017,<0.2,42.504987,-81.999729,No,.,corn,conventional,.,A8303RIB,5/30/2017,3400,.
895,2017,1.35,42.52573,-81.908914,No,.,soybean,conventional,.,P0157AMXT,4/28/2017,3000,.
896,2017,<0.2,42.544914,-81.93313,Yes,.,corn,reduced,.,DKC50-90,5/18/2017,3050,.
897,2017,0.32,44.190219,-79.8374,.,.,.,.,.,.,.,.,.
898,2017,<0.2,45.377783,-74.623512,No,.,soybean,conventional,.,.,.,.,.
899,2017,0.42,44.319707,-80.076398,.,.,.,.,.,.,.,.,.
900,2017,<0.2,45.3855,-76.3732,No,.,wheat,conventional,.,DKC38-03,5/20/2017,2675,.
901,2017,4.5,44.152801,-81.291916,.,.,.,.,.,.,.,.,.
902,2017,<0.2,43.060513,-81.58824,Yes,.,soybean,conventional,.,P0157,5/18/2017,3000,.
903,2017,<0.2,43.109482,-79.760289,.,.,.,.,.,.,.,.,.
904,2017,0.23,44.093096,-78.816935,.,.,.,.,.,.,.,.,.
905,2017,<0.2,43.668276,-81.386476,No,.,wheat,reduced,.,DKC49-72,5/17/2017,3000,.
906,2017,<0.2,43.668276,-81.386476,No,.,wheat,reduced,.,8315RA,5/17/2017,2825,.
907,2017,<0.2,43.668276,-81.386476,No,.,wheat,reduced,.,MZ4092,5/17/2017,3050,.
908,2017,<0.2,43.668276,-81.386476,No,.,wheat,reduced,.,P9608,5/17/2017,2850,.
909,2017,<0.2,44.094029,-79.639219,.,.,.,.,.,.,.,.,.
910,2017,0.95,43.526841,-81.137452,.,.,.,.,.,.,.,.,.
911,2017,<0.2,43.528731,-81.140108,.,.,.,.,.,N35T-3110,.,2500,.
912,2017,0.77,43.990935,-81.228428,.,.,.,.,.,.,.,.,.
913,2017,0.3,43.990886,-81.22659,.,.,.,.,.,.,.,.,.
914,2017,1.51,44.00521,-81.236059,.,.,.,.,.,.,.,.,.
915,2017,0.77,43.658797,-80.226647,.,.,.,.,.,.,.,.,.
916,2017,<0.2,43.037408,-79.636102,.,.,.,.,.,.,.,.,.
917,2017,1.91,43.839993,-79.855883,.,.,.,.,.,.,.,.,.
918,2017,0.56,43.99153,-78.348667,.,.,.,.,.,.,.,.,.
919,2017,<0.2,43.255703,-81.572188,Yes,.,soybean,conventional,.,A7270G8,5/20/2017,3075,.
920,2017,0.29,43.819445,-80.540955,.,.,.,.,.,.,.,.,.
921,2017,<0.2,44.219156,-78.946622,.,.,.,.,.,.,.,.,.
922,2017,<0.2,43.166226,-79.972196,.,.,.,.,.,.,.,.,.
923,2017,1.23,44.27,-76.95,.,.,forage,reduced,.,.,.,.,.
924,2017,0.55,45.270285,-75.832074,No,.,forage,conventional,.,P9188,5/18/2017,2650,.
925,2017,<0.2,44.099825,-80.370478,No,.,wheat,reduced,.,.,5/18/2017,.,.
926,2017,<0.2,44.099825,-80.370478,No,.,wheat,reduced,.,DKC35-88,5/18/2017,2600,.
927,2017,<0.2,44.099825,-80.370478,No,.,wheat,reduced,.,P9188AM,5/18/2017,2650,.
928,2017,0.33,44.099825,-80.370478,No,.,wheat,reduced,.,MZ2311,5/18/2017,2450,.
929,2017,<0.2,42.872356,-80.477153,.,.,.,.,.,DS02AJ57,.,.,.
930,2017,<0.2,44.891014,-75.470475,No,.,soybean,reduced,.,.,5/23/2017,.,.
931,2017,1.54,45.3627,-76.2235,No,.,soybean,notill,.,3699 VT3,5/13/2017,.,.
932,2017,<0.2,,,.,.,.,.,.,.,.,.,.
933,2017,<0.2,,,.,.,.,.,.,.,.,.,.
934,2017,0.4,,,.,.,.,.,.,.,.,.,.
935,2017,<0.2,,,.,.,.,.,.,.,.,.,.
936,2017,0.59,45.548,-76.9017,No,.,wheat,conventional,.,P9188AM,5/20/2017,2650,.
937,2017,1.28,42.905367,-79.431221,Yes,.,wheat,reduced,.,DKC50-78,5/25/2017,2975,.
938,2017,.,45.425315,-74.783491,No,.,soybean,reduced,.,.,5/19/2017,.,.
939,2017,.,45.395311,-74.895484,No,.,wheat,conventional,.,.,4/29/2017,2975,.
940,2017,0.26,45.406945,-74.837772,No,.,soybean,reduced,.,.,5/17/2017,.,.
941,2017,.,45.380967,-74.913344,No,.,soybean,conventional,.,.,5/19/2017,.,.
942,2017,<0.2,45.440721,-74.857026,No,.,soybean,reduced,.,A5915,5/21/2017,2725,.
943,2017,<0.2,45.396366,-74.96531,No,.,soybean,conventional,.,A5914,5/20/2017,2700,.
944,2017,0.29,45.407358,-74.821763,No,.,soybean,conventional,.,.,5/18/2017,.,.
945,2017,<0.2,45.361946,-74.818626,Yes,.,soybean,reduced,.,.,.,.,.
946,2017,<0.2,45.5914,-76.7087,No,.,corn,conventional,.,MZ2812,5/20/2017,2700,.
947,2017,<0.2,43.232397,-80.121416,.,.,.,.,.,.,.,.,.
948,2017,2.06,43.99548,-77.961067,.,.,.,.,.,.,.,.,.
949,2017,<0.2,45.159668,-75.045009,Yes,.,.,.,.,.,5/12/2017,.,.
950,2017,<0.2,45.149836,-75.739195,.,.,.,.,.,P9526/P9188,.,2775,.
951,2017,<0.2,43.757812,-80.813869,.,.,.,.,.,.,.,.,.
952,2017,<0.2,45.3985,-76.2939,Yes,.,soybean,reduced,.,DKC46-17,5/17/2017,2900,.
953,2017,<0.2,42.77229,-81.251284,.,.,.,.,.,.,.,.,.
954,2017,<0.2,43.102511,-81.455818,No,.,soybean,conventional,.,A7171G2 RIB,5/19/2017,3000,.
955,2017,0.28,43.102511,-81.455818,No,.,soybean,conventional,.,DKC50-26 RIB,5/19/2017,3050,.
956,2017,<0.2,43.102511,-81.455818,No,.,soybean,conventional,.,MZ3434DBC,5/19/2017,.,.
957,2017,<0.2,42.893696,-80.16382,.,.,.,.,.,.,.,.,.
958,2017,<0.2,44.343556,-76.52326,No,.,soybean,notill,.,MZ3033,6/3/2017,2750,.
959,2017,<0.2,43.043527,-81.465699,Yes,.,wheat,conventional,.,DKC50-78,5/17/2017,2975,.
960,2017,3.09,43.074078,-81.834283,No,.,soybean,conventional,.,P0157,5/20/2017,3000,.
961,2017,<0.2,44.2,-77.12,.,.,soybean,conventional,.,.,.,.,.
962,2017,1.31,45.154535,-74.710524,Yes,.,.,reduced,.,DKC46-17,5/17/2017,2900,.
963,2017,<0.2,42.760657,-80.645308,.,.,.,.,.,.,.,.,.
964,2017,0.2,44.26592,-78.824442,No,.,soybean,reduced,.,8315RA,6/3/2017,2825,.
965,2017,0.64,44.26592,-78.824442,No,.,soybean,reduced,.,DKC46-17RIB,6/3/2017,2900,.
966,2017,<0.2,44.26592,-78.824442,No,.,soybean,reduced,.,LR9688 VT2PRIB,6/3/2017,2750,.
967,2017,<0.2,44.26592,-78.824442,No,.,soybean,reduced,.,MZ3033DBR,6/3/2017,2750,.
968,2017,0.26,43.102511,-81.455818,No,.,soybean,conventional,.,P9840AM,5/19/2017,2900,.
969,2017,<0.2,44.2,-77.12,.,.,.,.,.,.,.,.,.
970,2017,<0.2,45.294957,-74.763352,No,.,.,conventional,.,.,.,.,.
971,2017,<0.2,45.337016,-76.050262,No,.,wheat,conventional,.,A5909G2,5/17/2017,2700,.
972,2017,1.56,42.857114,-81.893808,.,.,.,.,.,.,.,.,.
973,2017,0.33,44.277056,-76.351944,No,.,soybean,conventional,.,DKC52-84,5/24/2017,3100,.
974,2017,5.25,44.153387,-79.215782,.,.,.,.,.,.,.,.,.
975,2017,2.5,42.406189,-82.190593,.,.,.,.,.,P0825,5/18/2017,3250,.
976,2017,41.6,42.170799,-82.594494,.,.,.,.,.,MZ4511,.,3200,.
977,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ4368,.,3100,.
978,2017,1.61,42.334439,-81.993479,.,.,.,.,.,MZ4525,.,3100,.
979,2017,12,42.259788,-82.431964,.,.,.,.,.,MZ4676,.,3200,.
980,2017,1.08,42.259788,-82.431964,.,.,.,.,.,MZ4525,.,3100,.
981,2017,0.68,42.406189,-82.190593,.,.,.,.,.,MZ4676,.,3200,.
982,2017,11.18,42.406189,-82.190593,.,.,.,.,.,MZ3515,.,2900,.
983,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ4280,.,2975,.
984,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ3611,.,2900,.
985,2017,0.5,42.334439,-81.993479,.,.,.,.,.,A8303G8,.,3400,.
986,2017,<0.2,42.170799,-82.594494,.,.,.,.,.,MZ4343,.,3100,.
987,2017,0.4,42.440808,-82.354388,Yes,.,.,.,.,MZ5111,5/16/2017,3350,.
988,2017,<0.2,42.909244,-81.300466,No,.,.,.,.,P0157,6/2/2017,3000,.
989,2017,9,42.406189,-82.190593,.,.,.,.,.,MZ4525,5/18/2017,2950,.
990,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ3964,.,2950,.
991,2017,0.26,42.630577,-81.462993,No,.,.,.,.,P0506,5/18/2017,3150,.
992,2017,<0.2,43.0735,-81.834186,.,.,.,.,.,MZ4525,.,3100,.
993,2017,<0.2,42.180731,-82.246059,.,.,.,.,.,DKC5505,.,3175,.
994,2017,1.47,42.406189,-82.190593,.,.,.,.,.,P0825AM,.,3250,.
995,2017,<0.2,42.180731,-82.246059,.,.,.,.,.,MZ4368,.,3100,.
996,2017,<0.2,42.675998,-81.218654,Yes,.,.,.,.,MZ3964,6/2/2017,.,.
997,2017,<0.2,43.0735,-81.834186,.,.,.,.,.,MZ4525,.,3100,1687
998,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ4525,.,3100,1687
999,2017,<0.2,42.909244,-81.300466,No,.,.,.,Maizex Seeds Inc.,MZ4280,6/2/2017,2975,1642
1000,2017,2.94,42.630577,-81.462993,No,.,.,.,.,MZ4676,5/18/2017,3200,.
1001,2017,22.88,42.259788,-82.431964,.,.,.,.,.,MZ4511,.,3150,.
1002,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ3216,.,2800,.
1003,2017,2.69,42.259788,-82.431964,.,.,.,.,.,P0506AM,.,3150,.
1004,2017,<0.2,42.675998,-81.218654,Yes,.,.,.,.,MZ4280,6/2/2017,2975,1642
1005,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ3397,.,2625,1622
1006,2017,10.04,42.406189,-82.190593,.,.,.,.,.,MZ5111,.,3350,.
1007,2017,9.2,42.406189,-82.190593,.,.,.,.,.,MZ4368,.,3100,.
1008,2017,5.47,42.630577,-81.462993,No,.,.,.,.,MZ4511,5/18/2017,3150,.
1009,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ4343,.,3100,.
1010,2017,<0.2,42.675998,-81.218654,Yes,.,.,.,.,MZ4676,5/18/2017,3200,.
1011,2017,0.41,42.909244,-81.300466,No,.,.,.,.,MZ3964,6/2/2017,2950,1635
1012,2017,4.83,42.406189,-82.190593,.,.,.,.,.,MZ4676,5/18/2017,.,.
1013,2017,<0.2,43.223584,-81.456194,.,.,.,.,.,MZ3818,.,.,.
1014,2017,20.84,42.334439,-81.993479,.,.,.,.,.,P0506AM,.,.,.
1015,2017,2.82,42.440808,-82.354388,Yes,.,.,.,.,MZ4676,5/16/2017,.,.
1016,2017,<0.2,42.440808,-82.354388,No,.,.,.,.,P0825,.,.,.
1017,2017,0.85,42.440808,-82.354388,Yes,.,.,.,.,MZ4280,6/3/2017,.,.
1018,2017,2.62,42.630577,-81.462993,No,.,.,.,.,MZ4368,5/18/2017,.,.
1019,2017,0.48,42.630577,-81.462993,No,.,.,.,.,P0157,5/19/2017,.,.
1020,2017,<0.2,43.151347,-80.789097,Yes,.,.,.,.,MZ4280,.,.,.
1021,2017,<0.2,43.151347,-80.789097,Yes,.,.,.,.,MZ4511,.,.,.
1022,2017,<0.2,43.151347,-80.789097,Yes,.,.,.,.,MZ4676,.,.,.
1023,2017,<0.2,43.065986,-80.765424,No,.,.,.,.,MZ3964,.,.,.
1024,2017,<0.2,43.065986,-80.765424,No,.,.,.,.,MZ4280,.,.,.
1025,2017,<0.2,43.065986,-80.765424,No,.,.,.,.,MZ4676,.,.,.
1026,2017,<0.2,42.911285,-80.015691,.,.,.,.,.,.,.,.,.
1027,2017,<0.2,44.397681,-79.945671,.,.,.,.,.,.,.,.,.
1028,2017,<0.2,43.044265,-81.324353,.,.,.,.,.,P0157AM,.,.,.
1029,2017,0.3,43.90088,-80.155161,No,.,potato,conventional,.,9188AM,5/11/2017,.,.
1030,2017,<0.2,43.90088,-80.155161,No,.,potato,conventional,.,A5432G2,5/11/2017,.,.
1031,2017,<0.2,43.90088,-80.155161,No,.,potato,conventional,.,DKC35-88RIB,5/11/2017,.,.
1032,2017,0.22,43.90088,-80.155161,No,.,potato,conventional,.,MZ2311DBR,5/11/2017,.,.
1033,2017,<0.2,45.210549,-74.895538,No,.,soybean,conventional,.,.,.,.,.
1034,2017,3.26,44.089069,-78.964891,.,.,.,.,.,.,.,.,.
1035,2017,3.19,44.021325,-78.920115,.,.,.,.,.,.,.,.,.
1036,2017,1.57,42.871478,-82.258894,.,.,.,.,.,.,.,.,.
1037,2017,0.46,42.869924,-81.87682,.,.,.,.,.,.,.,.,.
1038,2017,0.31,43.054217,-82.101783,.,.,.,.,.,.,.,.,.
1039,2017,<0.2,43.08333,-81.878194,.,.,.,.,.,.,.,.,.
1040,2017,<0.2,43.90975,-78.635608,.,.,.,.,.,.,.,.,.
1041,2017,<0.2,45.181963,-75.28811,No,.,soybean,conventional,.,.,.,.,.
1042,2017,0.27,44.710837,-75.537628,No,.,corn,notill,.,.,5/20/2017,.,.
1043,2017,<0.2,43.975037,-79.671996,.,.,.,.,.,.,.,.,.
1044,2017,0.84,44.25,-76.99,Yes,.,soybean,conventional,.,.,.,.,.
1045,2017,<0.2,42.872906,-80.291728,.,.,.,.,.,.,.,.,.
1046,2017,<0.2,44.403887,-80.08203,.,.,.,.,.,.,.,.,.
1047,2017,0.62,44.215051,-79.044647,.,.,.,.,.,.,.,.,.
1048,2017,0.2,42.914085,-81.825979,.,.,.,.,.,.,.,.,.
1049,2017,0.31,44.234741,-76.868988,No,.,wheat,conventional,.,DKC44-13RIB,5/17/2017,.,.
1050,2017,1.71,42.859379,-79.781815,.,.,.,.,.,.,.,.,.
1051,2017,0.36,43.496205,-80.428494,No,.,wheat,conventional,.,8315RA,5/17/2017,.,.
1052,2017,0.35,43.496205,-80.428494,No,.,wheat,conventional,.,DKC49-72 RIB,5/17/2017,.,.
1053,2017,0.25,43.496205,-80.428494,No,.,wheat,conventional,.,MZ4092,5/17/2017,.,.
1054,2017,0.21,43.496205,-80.428494,No,.,wheat,conventional,.,P9608AM,5/17/2017,.,.
1055,2017,0.34,43.847762,-81.241562,No,.,bean,conventional,.,8315RA,5/17/2017,.,.
1056,2017,3.07,43.847762,-81.241562,No,.,bean,conventional,.,DKC46-17,5/17/2017,.,.
1057,2017,<0.2,43.847762,-81.241562,No,.,bean,conventional,.,MZ2033,5/17/2017,.,.
1058,2017,0.32,45.288708,-74.855785,Yes,.,soybean,conventional,.,A6028,.,.,.
1059,2017,1.83,42.516959,-81.709981,.,.,.,.,.,.,.,.,.
1060,2018,0.93,42.03352,-82.549836,Yes,.,soybean,reduced,Dekalb,DKC52-84,5/2/2018,3100,.
1061,2018,9.1,42.108805,-83.044187,No,.,wheat,conventional,Pioneer,P0825AM,5/31/2018,3250,.
1062,2018,2.8,42.128157,-82.673585,No,.,soybean,reduced,PRIDE seeds,8303,6/1/2018,3400,.
1063,2018,2.7,42.668533,-81.930454,.,.,.,.,.,.,.,.,.
1064,2018,0.75,42.706661,-81.943204,.,.,.,.,.,.,.,.,.
1065,2018,2.33,43.24308,-80.512274,.,.,.,.,.,.,.,.,.
1066,2018,0.74,42.866399,-81.090003,No,.,wheat,reduced,PRIDE seeds,A7171G2RIB,5/30/2018,3000,.
1067,2018,0.45,42.866399,-81.090003,No,.,wheat,reduced,Dekalb,DKC50-26RIB,5/30/2018,3050,.
1068,2018,<0.2,42.866399,-81.090003,No,.,wheat,reduced,Maizex Seeds Inc.,MZ4343DBR,5/30/2018,3100,.
1069,2018,6.82,42.866399,-81.090003,No,.,wheat,reduced,Pioneer,P9840AM,5/30/2018,2925,.
1070,2018,1.7,43.656641,-81.380705,No,.,wheat,reduced,Brevant,8315RA,5/9/2018,2825,.
1071,2018,22.6,43.656641,-81.380705,No,.,wheat,reduced,Dekalb,DKC46-17RIB,5/9/2018,2875,.
1072,2018,15,43.656641,-81.380705,No,.,wheat,reduced,Maizex Seeds Inc.,MZ3964DBR,5/9/2018,2950,.
1073,2018,11.35,43.656641,-81.380705,No,.,wheat,reduced,Pioneer,P9609AM,5/9/2018,.,.
1074,2018,1.63,42.291995,-82.549018,.,.,.,.,.,.,.,.,.
1075,2018,<0.2,43.257851,-81.567116,Yes,.,wheat,conventional,PRIDE seeds,A6888G2RIB,5/15/2018,2950,.
1076,2018,0.43,43.780819,-80.527372,.,.,.,.,Pioneer,P8542AM,.,2550,.
1077,2018,2.21,43.780819,-80.527372,.,.,.,.,Pioneer,P9188AM,.,2650,.
1078,2018,0.34,44.075168,-80.298471,No,.,soybean,reduced,PRIDE seeds,A5432G2RIB,5/9/2018,2650,.
1079,2018,<0.2,44.075168,-80.298471,No,.,soybean,reduced,Dekalb,DKC35-88RIB,5/9/2018,2600,.
1080,2018,<0.2,44.075168,-80.298471,No,.,soybean,reduced,Maizex Seeds Inc.,MZ2311DBR,5/9/2018,2450,.
1081,2018,0.34,44.075168,-80.298471,No,.,soybean,reduced,Pioneer,P9188AM,5/9/2018,2650,.
1082,2018,1,42.552712,-82.148302,No,.,soybean,reduced,Brevant,8598RA,5/28/2018,3200,.
1083,2018,0.48,42.552712,-82.148302,No,.,soybean,reduced,Dekalb,DKC59-50,5/28/2018,3300,.
1084,2018,0.31,42.552712,-82.148302,No,.,soybean,reduced,Maizex Seeds Inc.,MZ4676,5/28/2018,3200,.
1085,2018,1.21,42.552712,-82.148302,No,.,soybean,reduced,Pioneer,P0506,5/28/2018,3150,.
1086,2018,<0.2,43.643457,-80.404698,No,.,wheat,reduced,Brevant,8315RA,5/10/2018,2825,.
1087,2018,11.36,43.643457,-80.404698,No,.,wheat,reduced,Dekalb,DKC46-17RIB,5/10/2018,2875,.
1088,2018,0.48,43.643457,-80.404698,No,.,wheat,reduced,Maizex Seeds Inc.,MZ3033DBR,5/10/2018,2750,.
1089,2018,0.7,43.643457,-80.404698,No,.,wheat,reduced,Pioneer,P9188AM,5/10/2018,2650,.
1090,2018,10.94,43.275967,-81.459574,No,.,wheat,conventional,PRIDE seeds,A7171G2RIB,.,3000,.
1091,2018,1.43,43.275967,-81.459574,No,.,wheat,conventional,Dekalb,DKC50-26RIB,.,3050,.
1092,2018,8.72,43.275967,-81.459574,No,.,wheat,conventional,Maizex Seeds Inc.,MZ4343DBR,.,3100,.
1093,2018,8.14,43.275967,-81.459574,No,.,wheat,conventional,Pioneer,P9840AM,.,2925,.
1094,2018,<0.2,42.1834,-82.600114,.,.,.,.,.,.,.,.,.
1095,2018,0.75,44.019908,-78.92046,.,.,.,.,.,.,.,.,.
1096,2018,3.67,43.761508,-80.821518,.,.,.,.,.,.,.,.,.
1097,2018,2.48,42.764283,-81.239471,.,.,.,.,.,.,.,.,.
1098,2018,1.46,44.575987,-79.921745,No,.,wheat,conventional,Dekalb,DKC43-10,5/7/2018,2800,.
1099,2018,<0.2,44.40087,-80.119898,No,.,wheat,reduced,Dekalb,DKC39-97,5/10/2018,2700,.
1100,2018,0.83,44.275073,-80.012364,No,.,wheat,conventional,Dekalb,DKC38-55,5/12/2018,2650,.
1101,2018,0.69,44.449915,-80.000169,No,.,wheat,conventional,Pioneer,P9188AM,5/16/2018,2650,.
1102,2018,7.94,43.100175,-81.265889,No,.,wheat,reduced,PRIDE seeds,A7171G2RIB,5/14/2018,3000,.
1103,2018,3.57,43.100175,-81.265889,No,.,wheat,reduced,Dekalb,DKC50-26,5/14/2018,3050,.
1104,2018,6,43.100175,-81.265889,No,.,wheat,reduced,Maizex Seeds Inc.,MZ4343DBR,5/14/2018,3100,.
1105,2018,1.8,43.100175,-81.265889,No,.,wheat,reduced,Pioneer,P9840AM,5/14/2018,2925,.
1106,2018,1.85,43.050251,-81.491081,Yes,.,soybean,reduced,Dekalb,DKC48-56RIB,5/8/2018,2875,.
1107,2018,9.36,43.191516,-81.391933,.,.,.,.,.,.,.,.,.
1108,2018,10.22,43.230003,-81.300622,Yes,.,wheat,conventional,Dekalb,DKC50-78,5/7/2018,2975,.
1109,2018,1.39,42.606493,-81.437522,.,.,.,.,.,.,.,.,.
1110,2018,0.25,44.203545,-79.239534,.,.,.,.,PRIDE seeds,A5914,.,2700,.
1111,2018,<0.2,44.203545,-79.239534,.,.,.,.,PRIDE seeds,A6018,.,2800,.
1112,2018,<0.2,44.203545,-79.239534,.,.,.,.,Maizex Seeds Inc.,MZ3033,.,2750,.
1113,2018,11.02,43.186678,-81.39926,.,.,.,.,Maizex Seeds Inc.,MZ3818,.,2800,1698
1114,2018,23.65,43.186678,-81.39926,.,.,.,.,Maizex Seeds Inc.,MZ3964,.,2950,1635
1115,2018,1.54,43.186678,-81.39926,.,.,.,.,Maizex Seeds Inc.,MZ4676,.,3200,.
1116,2018,<0.2,45.377637,-74.623471,No,.,corn,.,PRIDE seeds,6102-6455?,.,2750,.
1117,2018,<0.2,45.40222222,-74.89194444,No,.,soybean,conventional,PRIDE seeds,A6015,5/12/2018,2800,.
1118,2018,<0.2,45.39611111,-74.92361111,No,.,soybean,conventional,.,.,5/12/2018,.,.
1119,2018,<0.2,45.154542,-74.710752,No,.,.,.,.,.,.,.,.
1120,2018,<0.2,45.3307696,-76.0646793,No,.,soybean,conventional,PRIDE seeds,A5914G2,5/10/2018,2700,.
1121,2018,<0.2,45.359509,-74.863577,No,.,soybean,.,.,.,.,.,.
1122,2018,0.76,45.42472222,-74.81194444,No,.,soybean,reduced,PRIDE seeds,A5914,5/12/2018,2700,.
1123,2018,<0.2,45.44083333,-74.77027778,No,.,soybean,reduced,Pioneer,P9188,5/15/2018,2650,.
1124,2018,<0.2,45.42472222,-74.81555556,.,.,soybean,reduced,Pioneer,9188,5/12/2018,2650,.
1125,2018,1.15,45.145043,-74.58043,Yes,.,.,.,.,.,.,.,.
1126,2018,<0.2,45.39277778,-74.9525,No,.,soybean,conventional,Dekalb,.,5/14/2018,.,.
1127,2018,0.46,45.236401,-75.328987,No,.,corn,conventional,PRIDE seeds,A5433,.,2650,.
1128,2018,<0.2,45.188348,-75.29342,No,.,soybean,conventional,PRIDE seeds,A6020,.,2800,.
1129,2018,1.01,45.150717,-75.272911,No,.,soybean,conventional,PRIDE seeds,A5909,.,2675,.
1130,2018,<0.2,45.22073,-74.770557,No,.,soybean,.,.,.,.,.,.
1131,2018,2.39,45.424965,-74.855107,No,.,wheat,reduced,PRIDE seeds,A6020,5/16/2018,2800,.
1132,2018,<0.2,45.259658,-75.826087,No,.,corn,conventional,Dekalb,DKC45-65,5/7/2018,2875,.
1133,2018,0.25,45.1438,-75.731634,No,.,corn,conventional,Pioneer,P9188AM,5/8/2018,2650,.
1134,2018,1.89,42.780331,-81.720498,.,.,.,.,.,.,.,.,.
1135,2018,2.35,42.86589,-81.891054,.,.,.,.,.,.,.,.,.
1136,2018,2.69,43.69543,-81.422851,Yes,.,soybean,conventional,Pioneer,.,5/3/2018,.,.
1137,2018,0.53,43.78198,-81.420492,No,.,soybean,conventional,PRIDE seeds,A6030G8,.,2850,.
1138,2018,0.81,43.677382,-81.302036,No,.,wheat,conventional,PRIDE seeds,A5915,5/9/2018,2725,.
1139,2018,11.7,42.907702,-81.420737,.,.,.,.,Maizex Seeds Inc.,MZ3818,.,2800,1698
1140,2018,36.8,42.907702,-81.420737,.,.,.,.,Maizex Seeds Inc.,MZ4280,.,2975,.
1141,2018,8.52,42.907702,-81.420737,.,.,.,.,Maizex Seeds Inc.,MZ4386,.,3150,.
1142,2018,23.75,42.907702,-81.420737,.,.,.,.,Maizex Seeds Inc.,MZ3964,.,2950,.
1143,2018,28.25,43.067271,-80.759854,.,.,.,.,Maizex Seeds Inc.,MZ3964,.,2950,.
1144,2018,9.1,43.067271,-80.759854,.,.,.,.,Maizex Seeds Inc.,MZ4280,.,2975,.
1145,2018,4.51,43.066941,-80.759888,.,.,.,.,Maizex Seeds Inc.,MZ4368,.,3100,.
1146,2018,3.36,43.067271,-80.759854,.,.,.,.,Maizex Seeds Inc.,MZ4676,.,3200,.
1147,2018,0.28,44.045052,-77.979254,.,.,.,.,.,.,.,.,.
1148,2018,0.53,43.911694,-78.635696,.,.,.,.,.,.,.,.,.
1149,2018,0.39,44.076089,-78.834235,.,.,.,.,.,.,.,.,.
1150,2018,5.77,43.114318,-81.461028,.,.,.,.,.,.,.,.,.
1151,2018,8.38,,,.,.,.,.,.,.,.,.,.
1152,2018,7.76,43.902788,-80.148829,No,.,potato,reduced,PRIDE seeds,A5432G2RIB,5/9/2018,2650,.
1153,2018,1.02,43.902788,-80.148829,No,.,potato,reduced,Dekalb,DKC35-88RIB,5/9/2018,2600,.
1154,2018,7.06,43.902788,-80.148829,No,.,potato,reduced,Maizex Seeds Inc.,MZ2311DBR,5/9/2018,2450,.
1155,2018,11.04,43.902788,-80.148829,No,.,potato,reduced,Pioneer,P9188AM,5/9/2018,2650,.
1156,2018,0.29,44.890762,-75.472857,.,.,soybean,.,.,.,.,.,.
1157,2018,<0.2,44.6998,-75.5711,.,.,.,.,.,.,.,.,.
1158,2018,<0.2,44.715154,-75.588177,.,.,corn,.,.,.,.,.,.
1159,2018,<0.2,45.4851997,-76.8295813,No,.,soybean,reduced,PRIDE seeds,5433-G3,5/6/2018,2650,.
1160,2018,<0.2,45.51547,-76.806636,No,.,soybean,notill,Dekalb,35-88,5/14/2018,2600,.
1161,2018,0.88,44.365283,-81.415262,Yes,.,wheat,conventional,PRIDE seeds,5914,.,2700,.
1162,2018,0.84,44.294695,-81.50588,Yes,.,wheat,conventional,NK Brand,8519-31110,.,2650,1220
1163,2018,4.68,43.326784,-81.318994,No,.,.,.,.,.,.,.,.
1164,2018,21.3,43.349537,-81.292135,Yes,.,.,.,.,.,.,.,.
1165,2018,3.55,43.060728,-81.590039,Yes,.,wheat,reduced,Dekalb,DKC48-56RIB,5/12/2018,2875,.
1166,2018,0.52,44.042843,-81.7171,Yes,.,wheat,conventional,PRIDE seeds,A5915G8,5/16/2018,2725,.
1167,2018,1.44,43.525514,-81.140485,.,.,.,.,.,.,.,.,.
1168,2018,2.73,43.053127,-81.848446,.,.,.,.,.,.,.,.,.
1169,2018,17.1,43.052783,-81.774901,.,.,.,.,.,.,.,.,.
1170,2018,18.85,43.052709,-81.777363,.,.,.,.,.,.,.,.,.
